样本索引,基线值,Conju-Max-Distance_SHAP,Wavelength_SHAP,ET(30)_SHAP,PEOE-Charge_SHAP,Atomic-LogP_SHAP,Atomic-MR_SHAP,rg_SHAP,SHAP总和,重建预测值,模型预测值,误差
699,5.997935,0.05237034,0.15154964,0.24450886,0.42589182,-0.047748603,0.34565124,0.59882444,1.7710476,7.7689824,7.768976,6.198883e-06
700,5.997935,0.5174449,0.17975968,0.14689493,-0.12380159,-0.16428642,-0.010304775,0.26331857,0.8090253,6.80696,6.8069577,2.3841858e-06
701,5.997935,-0.072402075,0.025403546,0.020251362,-0.14809515,0.13509865,0.06414122,-0.1711053,-0.14670774,5.8512273,5.8512235,3.8146973e-06
702,5.997935,-0.13023765,-0.10079991,0.042880166,0.09278432,0.21675289,-0.032540396,-0.10498742,-0.016148001,5.9817867,5.9817796,7.1525574e-06
703,5.997935,0.09450799,0.27619112,0.046340905,0.19611971,0.23061033,0.017395979,-0.21733396,0.643832,6.641767,6.6417675,4.7683716e-07
704,5.997935,0.22077867,0.39709243,0.08207324,0.050093774,0.12230059,0.11520107,-0.18940745,0.7981323,6.796067,6.7960668,4.7683716e-07
705,5.997935,0.4288278,0.48553255,0.15070195,0.18696,0.38722235,0.16788788,-0.10382212,1.7033104,7.7012453,7.7012463,9.536743e-07
706,5.997935,0.46877584,0.5887263,0.1925971,0.2685225,0.36098537,0.31724837,0.122599624,2.3194551,8.31739,8.317392,1.9073486e-06
707,5.997935,0.2190246,-0.16846836,-0.077545844,-0.27216378,-0.3139358,-0.16805692,0.1741275,-0.6070186,5.3909163,5.3909116,4.7683716e-06
708,5.997935,0.41426182,-0.08399836,0.097775094,-0.16843627,-0.21015473,0.22212209,0.35151732,0.623087,6.6210217,6.621021,9.536743e-07
709,5.997935,-0.055030998,-0.07957121,0.11496418,0.02068087,-0.21022445,0.12927566,0.4233924,0.34348643,6.341421,6.341419,1.9073486e-06
710,5.997935,-0.12548308,-0.15138574,0.028634533,-0.023675889,0.1974625,0.056873444,-0.045581788,-0.06315604,5.9347787,5.934778,4.7683716e-07
711,5.997935,-0.15339836,-0.1739269,-0.04543541,-0.20126528,0.10757215,0.09465885,0.013616604,-0.3581784,5.639756,5.639756,0.0
712,5.997935,-0.23176816,-0.16654366,-0.028855365,-0.1287188,-0.046536043,0.10929479,-0.1680544,-0.6611816,5.3367534,5.3367515,1.9073486e-06
713,5.997935,0.79775137,-0.051808156,-0.0051138904,0.018192952,-0.35633656,0.29138234,0.15761822,0.85168624,6.849621,6.8496246,3.8146973e-06
714,5.997935,0.5856871,0.44044513,-0.0694185,0.007661991,1.3374426,0.04334049,0.19694455,2.5421033,8.540038,8.540042,3.8146973e-06
715,5.997935,0.6450797,0.35470796,-0.058108047,-0.020450868,1.2086987,0.032249216,0.26130605,2.4234827,8.421417,8.421421,3.8146973e-06
716,5.997935,0.69383126,0.35803384,-0.044315778,0.10124066,1.3555615,-0.28415778,0.06067603,2.2408698,8.238805,8.238812,7.6293945e-06
717,5.997935,0.6297911,0.33269382,-0.07377662,-0.0028330025,1.1383166,-0.030810613,0.032085422,2.0254667,8.023401,8.023403,1.9073486e-06
718,5.997935,0.72681856,0.075244814,-0.12558861,-0.11859116,0.99815243,-0.02777644,-0.1212239,1.4070356,7.40497,7.404972,1.9073486e-06
719,5.997935,-0.3873898,-0.1852028,-0.17668612,-0.10895794,1.3225352,-0.1694827,-0.27286464,0.021951139,6.019886,6.019888,1.9073486e-06
720,5.997935,0.4132515,0.19818395,0.03432138,-0.07086426,-0.19312486,-0.10024156,0.29601544,0.57754153,6.575476,6.575477,9.536743e-07
721,5.997935,0.44886565,0.16053939,0.07357841,-0.18275337,-0.5251759,-0.010364893,-0.15740915,-0.19271989,5.805215,5.8052173,2.3841858e-06
722,5.997935,0.4655885,0.13581416,0.06325586,-0.19277015,-0.62327236,-0.006530707,-0.11673641,-0.27465114,5.723284,5.7232833,4.7683716e-07
723,5.997935,0.8757116,0.12940767,0.022914842,-0.05782664,-0.37537667,0.080944546,0.1105283,0.7863037,6.7842383,6.7842393,9.536743e-07
724,5.997935,0.9927276,0.074625455,-0.012413565,-0.1377662,-0.40431,-0.019149613,0.1894227,0.68313634,6.6810713,6.681072,9.536743e-07
725,5.997935,0.26737255,0.2367994,-0.04893429,-0.14434162,-0.5971515,-0.058497295,0.0630629,-0.28168982,5.716245,5.7162476,2.3841858e-06
726,5.997935,-0.8467853,-0.14904048,-0.097284816,-0.11064356,0.15696168,-0.18897025,-0.0798272,-1.3155898,4.682345,4.6823463,1.4305115e-06
727,5.997935,-0.32516748,-0.35987198,-0.08159482,-0.6518121,0.122725375,-0.27898908,-0.3433216,-1.9180316,4.079903,4.079904,9.536743e-07
728,5.997935,-0.28371686,-0.40555707,-0.2032812,-1.0795431,0.081823766,-0.2641702,-0.7306139,-2.8850586,3.1128762,3.1128755,7.1525574e-07
729,5.997935,0.028353838,-0.3327065,-0.023101546,-0.28261846,0.12739505,-0.1160565,-0.18407814,-0.7828123,5.2151227,5.215117,5.722046e-06
730,5.997935,-0.066865265,-0.1912616,-0.044799507,-0.14831527,0.117448635,0.026904032,-0.031505663,-0.3383946,5.65954,5.659539,9.536743e-07
731,5.997935,-0.027808575,-0.23270035,-0.016271207,-0.12600611,0.12897375,0.14631154,0.086375915,-0.04112505,5.95681,5.956804,6.198883e-06
732,5.997935,-1.0544866,-0.27573326,0.007277648,-0.07434879,-0.08719095,-0.62778884,-0.4572506,-2.5695214,3.4284134,3.4284155,2.1457672e-06
733,5.997935,-0.70064706,-0.27121192,-0.03577065,-0.1755074,-0.07213379,-0.024802458,-0.33432427,-1.6143975,4.3835373,4.383536,1.4305115e-06
734,5.997935,-0.71384025,-0.13896124,0.03713794,-0.07102088,-0.010722378,-0.6613493,-0.13954958,-1.6983057,4.299629,4.299632,2.861023e-06
735,5.997935,-0.13098553,-0.14133331,0.02537891,-0.036884334,-0.04714865,-0.09908919,-0.44740865,-0.87747073,5.1204643,5.120463,1.4305115e-06
736,5.997935,-1.0352728,-0.22455862,0.008458034,-0.082299225,-0.045921333,-0.5874912,0.172728,-1.7943571,4.203578,4.2035728,5.2452087e-06
737,5.997935,0.54059416,-0.097306706,0.051108725,0.25332558,1.4281799,0.06472082,0.2876039,2.5282264,8.526161,8.5261545,6.67572e-06
738,5.997935,0.48560208,-0.12353102,0.049393438,0.15873681,1.5087265,0.07672663,0.14845176,2.3041062,8.302041,8.302041,0.0
739,5.997935,0.1333839,-0.0038733233,0.03680216,0.2129506,1.481755,0.11142266,0.020887239,1.9933283,7.9912634,7.9912615,1.9073486e-06
740,5.997935,0.3862156,-0.08619364,0.070295475,0.1539037,1.54855,-0.31890824,0.046620097,1.800483,7.798418,7.798418,0.0
741,5.997935,-0.04921724,-0.0655999,-0.015855022,0.10525755,1.4096202,-0.63930994,-0.21444756,0.5304481,6.528383,6.5283856,2.861023e-06
742,5.997935,0.020195238,0.47895488,-0.02554448,0.15363452,1.3966426,-0.39815888,-0.10873377,1.5169902,7.514925,7.514927,1.9073486e-06
743,5.997935,-0.91349465,-0.12066397,-0.065086186,-0.40295646,-0.40939492,-0.2353383,-0.38039353,-2.527328,3.4706068,3.4706059,9.536743e-07
744,5.997935,-0.9245376,-0.053815104,-0.093440995,-0.4336129,-0.07029985,-0.1768002,-0.40998664,-2.1624935,3.8354414,3.8354402,1.1920929e-06
745,5.997935,-0.8347316,0.3328815,-0.04856248,-0.2658152,-0.17586078,0.102746144,-0.430321,-1.3196634,4.6782713,4.6782756,4.2915344e-06
746,5.997935,0.2370708,0.09300233,-0.044556264,-0.09971393,0.09028903,0.051971443,-0.14979723,0.17826617,6.176201,6.1762013,4.7683716e-07
747,5.997935,0.07022726,0.0118517075,-0.05676073,-0.19924995,0.076127,-0.020431051,0.020935183,-0.09730058,5.9006343,5.9006314,2.861023e-06
748,5.997935,-0.7064416,-0.12136206,-0.17415957,-0.16508546,-0.31653237,0.021263829,-0.23201731,-1.6943344,4.3036003,4.303603,2.861023e-06
749,5.997935,-0.85205024,-0.28390175,-0.17367786,-0.054296955,-0.3892505,0.00025505567,-0.27953434,-2.0324566,3.9654782,3.9654777,4.7683716e-07
750,5.997935,-0.62625915,0.54204834,0.033797998,0.03223464,-0.17168655,0.12834276,0.22928768,0.16776572,6.1657004,6.1657047,4.2915344e-06
751,5.997935,0.35052544,0.031936947,0.010189315,0.08908974,0.16007529,0.17092451,0.12864839,0.9413897,6.9393244,6.939325,4.7683716e-07
752,5.997935,0.44367766,0.18362346,-0.03458258,0.061551742,0.18397994,0.16622296,0.44264144,1.4471147,7.4450493,7.445048,1.4305115e-06
753,5.997935,0.4162676,0.15162818,-0.025096951,0.10109917,0.20080431,0.177045,0.42373356,1.445481,7.4434156,7.443412,3.8146973e-06
754,5.997935,0.34557098,0.19178551,-0.029556433,0.10045979,0.21596076,0.17413764,0.40428424,1.4026425,7.4005775,7.4005737,3.8146973e-06
755,5.997935,0.37572175,0.17446,-0.053209152,0.11254164,0.1931183,0.15617651,0.41013223,1.3689413,7.366876,7.366873,3.33786e-06
756,5.997935,-0.94720566,-0.12399996,-0.014652503,-0.3574985,-0.49405694,-1.0350497,0.077674806,-2.8947883,3.1031466,3.1031442,2.3841858e-06
757,5.997935,-0.8767141,-0.20740524,0.023144267,-0.3572294,-0.46005777,-0.9677575,-0.08173321,-2.927753,3.0701818,3.070179,2.861023e-06
758,5.997935,-0.87229687,-0.12899642,0.027942257,-0.42417237,-0.4159899,-1.0675198,-0.45414978,-3.3351827,2.6627522,2.6627514,7.1525574e-07
759,5.997935,-0.8129925,-0.076220624,0.12842962,-0.3719143,-0.38901463,-0.9650753,-0.12094346,-2.6077313,3.3902035,3.3902023,1.1920929e-06
760,5.997935,-0.3918282,-0.22089513,-0.11106129,0.27486262,-0.007322301,0.058411837,-0.09882781,-0.4966603,5.5012746,5.5012784,3.8146973e-06
761,5.997935,-0.3127914,-0.0211828,-0.008890466,0.27460206,-0.032660283,0.12854931,-0.031888112,-0.0042617247,5.9936733,5.9936776,4.2915344e-06
762,5.997935,-0.34065092,-0.21137802,-0.041457735,0.29159743,0.013837518,0.027857834,0.24427669,-0.015917197,5.9820175,5.982018,4.7683716e-07
763,5.997935,-0.11257342,0.010900939,0.030184023,0.57069415,0.08933759,0.27147663,0.39881745,1.2588373,7.256772,7.2567697,2.3841858e-06
764,5.997935,-0.10349468,0.019515788,0.04628331,0.5779114,0.06898151,0.36766174,0.43995404,1.4168131,7.414748,7.4147487,4.7683716e-07
765,5.997935,-0.58228034,0.3285654,-0.015659586,0.022691872,0.1125628,-0.16204472,0.22718129,-0.06898329,5.9289517,5.92895,1.9073486e-06
766,5.997935,0.08163597,0.23877636,0.064222455,0.3832295,0.27040857,-0.06983238,-0.15440144,0.81403905,6.811974,6.811978,3.8146973e-06
767,5.997935,0.08634526,0.24127944,0.023100253,-0.12433869,-0.14041096,-0.06639451,-0.1138855,-0.09430469,5.9036303,5.903633,2.861023e-06
768,5.997935,0.12422989,0.29725918,0.0046404484,0.01855725,0.08802702,-0.09075229,-0.1009298,0.34103167,6.3389664,6.3389688,2.3841858e-06
769,5.997935,-1.0478013,0.26156488,-0.06706425,-0.18141752,-0.07189562,-0.7363609,-0.3478393,-2.190814,3.8071208,3.8071184,2.3841858e-06
770,5.997935,-0.8990914,0.27208534,-0.040227197,0.032557856,-0.00069854705,-0.5560658,-0.36470973,-1.5561495,4.4417853,4.4417896,4.2915344e-06
771,5.997935,-1.0761217,0.11571141,-0.10747235,-0.09581108,0.009704743,-0.06965147,-0.31768465,-1.5413252,4.4566097,4.4566145,4.7683716e-06
772,5.997935,-0.96165085,0.1769807,-0.08691409,-0.13265277,0.03300731,-0.029023817,-0.3770091,-1.3772626,4.620672,4.620677,4.7683716e-06
773,5.997935,0.329434,-0.112200975,-0.04486058,0.11097967,0.3192672,0.04794685,-0.07557625,0.57499,6.5729246,6.5729265,1.9073486e-06
774,5.997935,0.30192932,-0.07291308,-0.05961317,0.17115611,0.28260365,-0.008916206,0.1932184,0.8074651,6.8054,6.805402,1.9073486e-06
775,5.997935,-1.50139,-0.1192478,-0.11028203,0.11335214,-0.6023049,-0.6174054,-0.24745281,-3.0847306,2.9132042,2.9132063,2.1457672e-06
776,5.997935,-0.9843437,-0.2826851,-0.13702188,0.06339127,-0.17925075,-0.11498412,-0.4741064,-2.1090007,3.8889341,3.8889334,7.1525574e-07
777,5.997935,-0.9802149,-0.28718644,-0.1196742,0.12274825,-0.23335336,-0.20162538,-0.35557693,-2.054883,3.9430518,3.9430528,9.536743e-07
778,5.997935,0.3530056,-0.116748825,0.07302145,-0.22224991,0.116214305,-0.037451968,0.049208917,0.21499956,6.2129345,6.212931,3.33786e-06
779,5.997935,-0.66981155,-0.13668512,0.059843406,0.2613449,-0.8902547,0.121912934,-0.2024839,-1.456134,4.541801,4.541799,1.9073486e-06
780,5.997935,0.22339574,0.054038223,0.14900208,0.47190145,0.1992993,0.27058923,0.12456208,1.4927881,7.4907227,7.490719,3.8146973e-06
781,5.997935,0.3817403,-0.21059364,-0.04920176,-0.31335008,0.044846565,-0.25690335,-0.33426112,-0.7377231,5.260212,5.260212,0.0
782,5.997935,0.36338675,-0.19175743,-0.049688835,-0.27251375,0.055702407,-0.34514996,-0.11130569,-0.5513265,5.4466085,5.446607,1.4305115e-06
783,5.997935,-0.21043885,-0.11859277,-0.0852177,0.107365,0.16117026,-0.52728975,0.17106922,-0.5019346,5.4960003,5.4960003,0.0
784,5.997935,0.13711989,-0.24397035,-0.07638337,-0.06047405,0.14720336,-0.06343812,-0.16656308,-0.32650572,5.671429,5.671431,1.9073486e-06
785,5.997935,-0.21523677,-0.12869911,-0.046018302,0.10946219,0.23827605,-0.44296247,-0.029469253,-0.51464766,5.4832873,5.483287,4.7683716e-07
786,5.997935,-0.44726232,-0.04632046,-0.36502257,-0.23354967,-0.49064296,-0.8332438,-0.48468006,-2.900722,3.0972128,3.0972111,1.66893e-06
787,5.997935,-0.078133054,0.5281918,0.09714263,0.31159407,0.3538025,-0.068068504,-0.0526204,1.091909,7.0898438,7.0898447,9.536743e-07
788,5.997935,-0.29911536,0.4424222,0.07744969,0.371708,0.48518255,0.010186413,-0.007922324,1.0799112,7.077846,7.0778494,3.33786e-06
789,5.997935,-0.18914609,0.4881583,-0.11252503,0.21310651,0.36281425,-0.12989864,-0.38341013,0.2490991,6.247034,6.247035,9.536743e-07
790,5.997935,0.09243681,-0.3907745,-0.21169527,-0.18324544,-0.29467466,-0.10144757,-0.5842404,-1.673641,4.324294,4.3242927,1.4305115e-06
791,5.997935,-0.091732435,-0.26880717,-0.035010777,-0.479857,0.05788964,-0.18016206,-0.30373353,-1.3014133,4.6965218,4.6965213,4.7683716e-07
792,5.997935,-1.205679,-0.3662031,-0.073820285,-0.60484874,-0.941182,-0.70792216,-0.7083868,-4.6080422,1.3898926,1.3898919,7.1525574e-07
793,5.997935,-0.5828662,-0.2901808,-0.022597542,-0.40634236,-0.70067054,-0.5634054,-0.18164447,-2.7477074,3.2502275,3.2502255,1.9073486e-06
794,5.997935,-0.01758441,-0.3495135,-0.08849227,-0.33210456,-0.37528145,-0.37351394,-0.23181465,-1.7683048,4.22963,4.229631,9.536743e-07
795,5.997935,0.070182,-0.25176498,-0.07043019,-0.10655258,-0.5092465,-0.39179364,0.0018903909,-1.2577155,4.740219,4.7402196,4.7683716e-07
796,5.997935,-1.4507804,-0.25492868,-0.0936769,-0.23100744,-0.6516216,-1.1370184,0.010199887,-3.8088336,2.1891012,2.1890988,2.3841858e-06
797,5.997935,0.75733775,-0.095084734,0.06825649,-0.12962337,1.3193283,0.061681174,0.19599786,2.1778934,8.175828,8.175825,2.861023e-06
798,5.997935,-0.05401058,0.12921086,0.164144,0.04676247,1.7787726,0.3307175,0.099221796,2.4948187,8.492754,8.492764,1.04904175e-05
799,5.997935,-0.5085721,0.6122922,0.10015034,0.36072415,0.22815497,0.3230371,0.2015392,1.3173257,7.3152604,7.3152585,1.9073486e-06
800,5.997935,-0.59953755,0.5828333,0.10167104,0.31870577,0.23550466,0.024697065,-0.34356388,0.32031038,6.3182454,6.31825,4.7683716e-06
801,5.997935,-0.70456445,0.3036957,0.06351783,0.15939637,0.19749582,-0.053912986,-0.3898829,-0.4242546,5.5736804,5.5736823,1.9073486e-06
802,5.997935,1.626942,0.12407433,0.0804832,0.12878528,0.15628433,0.42224395,0.23272645,2.7715397,8.769474,8.769476,1.9073486e-06
803,5.997935,1.6661271,0.05998902,0.12002028,0.14611016,0.17193353,0.5643947,0.46011806,3.1886928,9.186627,9.1866255,1.9073486e-06
804,5.997935,0.23507206,0.15474565,0.100033306,-0.051156204,-0.056773935,-0.06794842,0.24564469,0.55961716,6.557552,6.557552,0.0
805,5.997935,0.84681326,0.13506475,0.06764665,-0.024997136,0.11831408,0.015672475,0.014216898,1.1727309,7.1706657,7.170664,1.9073486e-06
806,5.997935,1.2658479,0.21394859,0.11872348,0.0030899518,-0.1252056,0.06284769,0.32073325,1.8599854,7.85792,7.8579197,4.7683716e-07
807,5.997935,1.738496,0.2587308,0.1944882,0.056768723,-0.12751187,0.20702146,0.40174317,2.7297363,8.727671,8.727675,4.7683716e-06
808,5.997935,-0.85840416,0.03194106,-0.3162822,0.11486895,-0.30111003,-0.22127837,-0.33711576,-1.8873804,4.1105547,4.1105576,2.861023e-06
809,5.997935,-0.73935777,0.032597646,-0.3062064,0.15010148,-0.066303335,-0.11379535,0.22474474,-0.818219,5.1797156,5.1797214,5.722046e-06
810,5.997935,-0.97458166,-0.2655838,-0.34939218,-0.03210829,-0.26659238,0.03963799,-0.36336607,-2.2119863,3.7859485,3.785948,4.7683716e-07
811,5.997935,-0.7439543,0.25306386,-0.34846336,0.0025451775,-0.2076933,-0.17640692,-0.32018638,-1.5410953,4.4568396,4.456842,2.3841858e-06
812,5.997935,-0.92080426,-0.1953134,-0.3954613,0.078227684,-0.21378689,-0.18124858,-0.35194823,-2.180335,3.8175998,3.8176007,9.536743e-07
813,5.997935,1.3738426,0.02602128,0.08977677,0.093705475,0.12800318,0.20020662,0.5127216,2.4242775,8.422213,8.422216,3.8146973e-06
814,5.997935,0.940117,-0.16788049,-0.048632834,-0.36573216,0.078455746,0.028032308,0.28222147,0.746581,6.744516,6.744524,8.106232e-06
815,5.997935,0.9550469,-0.2087149,0.031271186,-0.2781924,-0.14488211,0.002828194,-0.092529975,0.26482683,6.2627616,6.262765,3.33786e-06
816,5.997935,-0.19569473,-0.29266465,-0.21743935,-0.49390483,-0.5587788,-0.7579085,-0.2695891,-2.7859802,3.2119546,3.2119544,2.3841858e-07
817,5.997935,0.51093185,-0.25411806,-0.22304323,-0.34186602,-0.5295949,0.093940265,-0.11994643,-0.8636965,5.1342382,5.1342435,5.2452087e-06
818,5.997935,0.0730653,0.34070268,0.0025832437,-0.13926868,0.13744026,0.17070267,-0.085549384,0.49967608,6.497611,6.497611,0.0
819,5.997935,0.05416567,0.3043814,0.07748728,-0.047732953,-0.1374988,0.13700235,0.2317,0.6195049,6.6174397,6.617438,1.9073486e-06
820,5.997935,0.081337295,0.3290107,0.10974939,0.08073553,-0.11433208,0.1947927,0.49814576,1.1794393,7.177374,7.1773715,2.3841858e-06
821,5.997935,-0.77625906,0.035614207,0.053854942,-0.17477413,-0.01719323,-0.23543978,-0.30289504,-1.4170921,4.580843,4.580842,9.536743e-07
822,5.997935,-0.75884664,-0.25978273,0.0001682252,-0.18138069,-0.036820207,-0.35253903,-0.22971769,-1.8189187,4.179016,4.1790185,2.3841858e-06
823,5.997935,-0.8032897,-0.26133776,-0.030014165,-0.20174055,-0.07196304,-0.34920046,-0.09820517,-1.8157508,4.182184,4.1821876,3.33786e-06
824,5.997935,-0.8605946,-0.2762017,-0.00019498591,-0.14609727,-0.0603064,-0.31001282,-0.34474987,-1.9981577,3.999777,3.999776,1.1920929e-06
825,5.997935,-0.65237683,0.1867711,0.09750532,-0.11441235,0.009188327,0.08676988,0.09659211,-0.28996247,5.7079725,5.70797,2.3841858e-06
826,5.997935,-0.79299754,-0.28765944,0.03822059,-0.09798877,-0.032813493,-0.12261694,-0.033949394,-1.3298049,4.66813,4.66813,0.0
827,5.997935,-0.9012256,-0.30696145,0.0045552147,-0.119966745,-0.058777504,-0.1609133,-0.39123327,-1.9345226,4.063412,4.0634108,1.4305115e-06
828,5.997935,-0.7912548,-0.30182198,-0.025645144,-0.060606003,-0.028848058,-0.1572032,-0.12647365,-1.4918529,4.506082,4.5060806,1.4305115e-06
829,5.997935,0.24936388,-0.30218288,0.037370052,-0.16240266,-0.113599084,0.051174097,0.11768055,-0.122596025,5.8753386,5.875333,5.722046e-06
830,5.997935,0.12409773,-0.22685562,0.059328064,-0.20476283,-0.15238413,0.098059855,-0.20540263,-0.50791955,5.490015,5.4900146,4.7683716e-07
831,5.997935,0.43048674,-0.069901876,0.21549962,0.12669717,0.036815997,0.21765405,0.21737204,1.1746237,7.172559,7.172556,2.861023e-06
832,5.997935,0.0021445798,0.0021020852,0.36391455,0.15561666,0.0055623804,0.19127221,0.36763078,1.0882432,7.086178,7.0861783,4.7683716e-07
833,5.997935,0.02201286,-0.26135838,0.00062369375,-0.19628283,-0.35683012,-0.27762866,-0.35121474,-1.4206783,4.5772567,4.5772552,1.4305115e-06
834,5.997935,-0.020037532,-0.26478893,0.037555285,-0.44545233,-0.37079966,-0.28458342,-0.61138076,-1.9594874,4.0384474,4.0384436,3.8146973e-06
835,5.997935,-0.016953625,-0.17559846,-0.055837523,-0.37888533,-0.11381855,-0.1698566,-0.369617,-1.280567,4.7173676,4.7173657,1.9073486e-06
836,5.997935,0.113658644,-0.21191844,0.027943335,-0.038430072,-0.058586814,-0.21008599,-0.14818028,-0.5255996,5.4723353,5.4723306,4.7683716e-06
837,5.997935,0.11802261,-0.084155455,0.07234302,-0.12985815,-0.12646832,-0.23277593,-0.37459207,-0.7574843,5.2404504,5.240445,5.2452087e-06
838,5.997935,0.2885942,-0.15572436,0.08572846,-0.08085769,-0.055730954,-0.18514086,-0.17217834,-0.27530956,5.7226253,5.7226253,0.0
839,5.997935,0.27847958,0.12844636,0.07279074,-0.10491588,-0.0028332088,-0.17943847,-0.20362453,-0.011095449,5.9868393,5.986841,1.9073486e-06
840,5.997935,0.23868738,0.23648064,0.1463882,-0.06838267,0.0028362982,0.2021769,-0.21397756,0.5442091,6.542144,6.542144,0.0
841,5.997935,0.28957134,0.19867973,0.06727375,-0.06007232,0.012481669,-0.16369799,0.4514299,0.7956661,6.793601,6.793601,0.0
842,5.997935,0.10267912,-0.27114928,0.04869093,0.04395325,0.11849539,-0.07268065,-0.2619453,-0.29195654,5.7059784,5.7059765,1.9073486e-06
843,5.997935,0.45426917,-0.32253096,0.017344154,0.120101266,0.07707676,-0.012404783,0.36715907,0.7010147,6.6989493,6.6989436,5.722046e-06
844,5.997935,0.13041143,-0.27680075,-0.0043548928,0.020935895,0.14988129,-0.106074765,0.14588346,0.059881657,6.0578165,6.0578165,0.0
845,5.997935,0.13175519,-0.25131506,0.036766484,0.11162062,0.20308313,-0.08569763,0.15107316,0.29728588,6.295221,6.2952213,4.7683716e-07
846,5.997935,0.100742064,-0.28798246,0.064976774,0.047693383,0.074875064,0.4006181,-0.2105333,0.19038962,6.1883245,6.188322,2.3841858e-06
847,5.997935,0.37054566,-0.09294034,0.04721014,0.115217134,0.1036939,0.023536127,0.3731307,0.9403933,6.9383283,6.938323,5.2452087e-06
848,5.997935,-0.75838244,-0.35902584,-0.18139276,-0.22748744,-0.11169845,-0.086620145,-0.31939542,-2.0440025,3.9539323,3.9539332,9.536743e-07
849,5.997935,-0.7484929,-0.3327185,-0.13379182,-0.12326582,-0.0810616,-0.100680694,-0.35656193,-1.8765732,4.1213617,4.1213655,3.8146973e-06
850,5.997935,0.6358754,0.5318393,-0.16944894,-0.15174975,-0.4902998,-0.14271975,0.17736085,0.39085734,6.388792,6.3887944,2.3841858e-06
851,5.997935,-0.71929806,-0.024169842,-0.16839628,0.28732252,1.399872,-0.8228381,-0.15904842,-0.2065563,5.7913785,5.791382,3.33786e-06
852,5.997935,-0.71253604,-0.10220756,-0.29878226,0.06264592,1.2510989,-0.89352584,-0.09693903,-0.79024595,5.207689,5.207691,2.3841858e-06
853,5.997935,-0.62797487,-0.021157285,0.28468788,0.3921736,0.17865875,0.25493202,0.07915331,0.5404734,6.5384083,6.538413,4.7683716e-06
854,5.997935,-0.007994879,0.069327325,0.14560787,0.2892015,2.10767,0.3466053,0.018048804,2.968466,8.966401,8.966399,1.9073486e-06
855,5.997935,0.28109813,0.2600921,0.13477641,0.2981062,1.9702668,0.44514638,0.033070322,3.4225564,9.420491,9.420492,9.536743e-07
